AgentID,Date,Year,Month,Day,TotalEventsManaged,TotalContractsManaged,TotalRevenueGenerated,TotalAgentPayments,HighestRevenueEvent,AvgArtistsPerYear,TotalStatesCovered,TotalCitiesCovered,AdjustedLeaded,Quarter
104,2019-02-08,2019,2,8,1,1,650.0,24000.0,600.0,30.83,1,1,0,2019Q1
104,2019-02-14,2019,2,14,1,1,275.0,11000.0,275.0,30.83,1,1,0,2019Q1
104,2019-02-15,2019,2,15,1,1,700.0,28000.0,700.0,30.83,1,1,0,2019Q1
104,2019-02-20,2019,2,20,1,1,240.0,9600.0,240.0,30.83,1,1,0,2019Q1
104,2019-02-21,2019,2,21,1,1,1250.0,48000.0,1200.0,30.83,1,1,0,2019Q1
104,2019-02-25,2019,2,25,2,2,975.0,35000.0,525.0,30.83,1,2,0,2019Q1
104,2019-02-26,2019,2,26,1,1,30.0,1200.0,30.0,30.83,1,1,0,2019Q1
104,2019-02-28,2019,2,28,2,2,1670.0,64800.0,970.0,30.83,1,2,0,2019Q1
104,2019-03-01,2019,3,1,1,1,1850.0,72000.0,1800.0,30.83,1,1,0,2019Q1
104,2019-03-05,2019,3,5,2,2,1650.0,62000.0,850.0,30.83,1,2,0,2019Q1
104,2019-03-11,2019,3,11,1,1,850.0,30000.0,375.0,30.83,1,1,0,2019Q1
104,2019-03-12,2019,3,12,1,1,575.0,21000.0,525.0,30.83,1,1,0,2019Q1
104,2019-03-13,2019,3,13,1,1,585.0,23400.0,585.0,30.83,1,1,0,2019Q1
104,2019-03-18,2019,3,18,1,1,280.0,11200.0,280.0,30.83,1,1,0,2019Q1
104,2019-03-20,2019,3,20,1,1,640.0,25600.0,640.0,30.83,1,1,0,2019Q1
104,2019-03-25,2019,3,25,1,1,2500.0,100000.0,2500.0,30.83,1,1,0,2019Q1
104,2019-04-03,2019,4,3,1,1,1000.0,38000.0,950.0,30.83,1,1,0,2019Q2
104,2019-04-09,2019,4,9,1,1,1140.0,45600.0,570.0,30.83,1,1,0,2019Q2
104,2019-04-11,2019,4,11,1,1,1080.0,43200.0,1080.0,30.83,1,1,0,2019Q2
104,2019-04-15,2019,4,15,2,2,1344.0,51760.0,1000.0,30.83,2,2,0,2019Q2
104,2019-04-18,2019,4,18,1,1,730.0,29200.0,730.0,30.83,1,1,0,2019Q2
104,2019-05-01,2019,5,1,1,1,800.0,32000.0,800.0,30.83,1,1,0,2019Q2
104,2019-05-08,2019,5,8,1,1,750.0,30000.0,750.0,30.83,1,1,0,2019Q2
104,2019-05-09,2019,5,9,1,1,900.0,36000.0,900.0,30.83,1,1,1,2019Q2
104,2019-05-10,2019,5,10,1,1,612.5,22500.0,487.5,30.83,1,1,1,2019Q2
104,2019-05-16,2019,5,16,1,1,325.0,11000.0,275.0,30.83,1,1,0,2019Q2
104,2019-05-21,2019,5,21,1,1,800.0,30000.0,750.0,30.83,1,1,0,2019Q2
104,2019-06-05,2019,6,5,1,1,280.0,11200.0,280.0,30.83,1,1,0,2019Q2
104,2019-06-06,2019,6,6,1,1,1490.0,59600.0,1490.0,30.83,1,1,0,2019Q2
104,2019-06-07,2019,6,7,1,1,250.0,10000.0,250.0,30.83,1,1,1,2019Q2
104,2019-06-14,2019,6,14,1,1,150.0,6000.0,150.0,30.83,1,1,0,2019Q2
104,2019-06-17,2019,6,17,1,1,2737.5,109500.0,2737.5,30.83,1,1,0,2019Q2
104,2019-06-24,2019,6,24,2,2,1680.0,63200.0,900.0,30.83,1,2,0,2019Q2
104,2019-06-28,2019,6,28,1,1,100.0,4000.0,100.0,30.83,1,1,0,2019Q2
104,2019-07-02,2019,7,2,1,1,1000.0,40000.0,1000.0,30.83,1,1,0,2019Q3
104,2019-07-15,2019,7,15,1,1,1440.0,57600.0,1440.0,30.83,1,1,0,2019Q3
104,2019-07-22,2019,7,22,1,1,600.0,22000.0,550.0,30.83,1,1,0,2019Q3
104,2019-07-24,2019,7,24,1,1,1350.0,52000.0,1300.0,30.83,1,1,0,2019Q3
104,2019-07-29,2019,7,29,1,1,940.0,37600.0,940.0,30.83,1,1,0,2019Q3
104,2019-08-13,2019,8,13,1,1,1040.0,41600.0,1040.0,30.83,1,1,0,2019Q3
104,2019-08-15,2019,8,15,1,1,450.0,16000.0,400.0,30.83,1,1,0,2019Q3
104,2019-08-16,2019,8,16,3,3,1200.0,46000.0,600.0,30.83,1,3,0,2019Q3
104,2019-08-19,2019,8,19,1,1,850.0,32000.0,800.0,30.83,1,1,0,2019Q3
104,2019-08-20,2019,8,20,1,1,730.0,27200.0,680.0,30.83,1,1,0,2019Q3
104,2019-08-21,2019,8,21,1,1,190.0,7600.0,190.0,30.83,1,1,0,2019Q3
104,2019-08-28,2019,8,28,1,1,450.0,16000.0,400.0,30.83,1,1,0,2019Q3
104,2019-08-29,2019,8,29,1,1,2000.0,78000.0,1950.0,30.83,1,1,0,2019Q3
104,2019-09-03,2019,9,3,2,2,1050.0,40000.0,700.0,30.83,1,2,0,2019Q3
104,2019-09-04,2019,9,4,1,1,1000.0,38000.0,950.0,30.83,1,1,0,2019Q3
104,2019-09-06,2019,9,6,1,1,400.0,14000.0,350.0,30.83,1,1,0,2019Q3
104,2019-09-10,2019,9,10,1,1,100.0,4000.0,100.0,30.83,1,1,0,2019Q3
104,2019-09-23,2019,9,23,2,2,1023.2,40928.0,760.0,30.83,1,2,0,2019Q3
104,2019-09-26,2019,9,26,2,2,2112.5,82500.0,1200.0,30.83,1,2,0,2019Q3
104,2019-10-02,2019,10,2,1,1,1000.0,40000.0,1000.0,30.83,1,1,0,2019Q4
104,2019-10-07,2019,10,7,1,1,800.0,32000.0,800.0,30.83,1,1,0,2019Q4
104,2019-10-08,2019,10,8,1,1,2430.5,95220.0,2380.5,30.83,1,1,0,2019Q4
104,2019-10-14,2019,10,14,1,1,1390.0,55600.0,1390.0,30.83,1,1,0,2019Q4
104,2019-10-16,2019,10,16,1,1,605.0,22200.0,555.0,30.83,1,1,0,2019Q4
104,2019-10-17,2019,10,17,1,1,250.0,10000.0,250.0,30.83,1,1,0,2019Q4
104,2019-10-18,2019,10,18,1,1,1250.0,50000.0,1250.0,30.83,1,1,0,2019Q4
104,2019-10-21,2019,10,21,2,2,540.0,21600.0,290.0,30.83,1,2,0,2019Q4
104,2019-10-22,2019,10,22,1,1,200.0,8000.0,200.0,30.83,1,1,0,2019Q4
104,2019-10-25,2019,10,25,1,1,440.0,17600.0,440.0,30.83,1,1,0,2019Q4
104,2019-10-28,2019,10,28,1,1,550.0,20000.0,500.0,30.83,1,1,0,2019Q4
104,2019-11-01,2019,11,1,1,1,240.0,9600.0,240.0,30.83,1,1,0,2019Q4
104,2019-11-04,2019,11,4,1,1,2740.0,109600.0,2740.0,30.83,1,1,0,2019Q4
104,2019-11-11,2019,11,11,1,1,940.0,37600.0,940.0,30.83,1,1,0,2019Q4
104,2019-11-12,2019,11,12,1,1,330.0,13200.0,330.0,30.83,1,1,0,2019Q4
104,2019-11-15,2019,11,15,1,1,800.0,30000.0,750.0,30.83,1,1,0,2019Q4
104,2019-11-18,2019,11,18,1,1,540.0,21600.0,540.0,30.83,1,1,0,2019Q4
104,2019-11-21,2019,11,21,1,1,240.0,9600.0,240.0,30.83,1,1,0,2019Q4
104,2019-11-22,2019,11,22,1,1,750.0,28000.0,700.0,30.83,1,1,0,2019Q4
104,2019-11-25,2019,11,25,1,1,600.0,24000.0,600.0,30.83,1,1,0,2019Q4
104,2019-12-06,2019,12,6,2,2,1340.0,55600.0,1390.0,30.83,1,2,1,2019Q4
104,2019-12-09,2019,12,9,2,2,1750.0,68000.0,1100.0,30.83,1,2,0,2019Q4
104,2019-12-10,2019,12,10,1,1,990.0,39600.0,990.0,30.83,1,1,0,2019Q4
104,2019-12-12,2019,12,12,1,1,800.0,30000.0,750.0,30.83,1,1,0,2019Q4
104,2019-12-13,2019,12,13,2,2,2570.0,98800.0,1250.0,30.83,1,2,1,2019Q4
104,2019-12-17,2019,12,17,1,1,600.0,22000.0,550.0,30.83,1,1,0,2019Q4
104,2019-12-26,2019,12,26,2,2,1890.0,73600.0,1290.0,30.83,1,2,0,2019Q4
104,2020-01-09,2020,1,9,1,1,1050.0,42000.0,1050.0,30.83,1,1,0,2020Q1
104,2020-01-14,2020,1,14,1,1,125.0,5000.0,125.0,30.83,1,1,0,2020Q1
104,2020-01-16,2020,1,16,2,2,2550.0,98000.0,1350.0,30.83,1,2,0,2020Q1
104,2020-01-20,2020,1,20,1,1,1150.0,44000.0,1100.0,30.83,1,1,0,2020Q1
104,2020-01-23,2020,1,23,1,1,100.0,4000.0,100.0,30.83,1,1,0,2020Q1
104,2020-01-27,2020,1,27,2,2,1600.0,62000.0,1050.0,30.83,1,2,0,2020Q1
104,2020-01-28,2020,1,28,1,1,2000.0,78000.0,1950.0,30.83,1,1,0,2020Q1
104,2020-01-30,2020,1,30,1,1,970.0,36800.0,920.0,30.83,1,1,0,2020Q1
104,2020-01-31,2020,1,31,1,1,1090.0,43600.0,1090.0,30.83,1,1,0,2020Q1
104,2020-02-05,2020,2,5,1,1,940.0,37600.0,940.0,30.83,1,1,0,2020Q1
104,2020-02-10,2020,2,10,1,1,1500.0,58000.0,1450.0,30.83,1,1,0,2020Q1
104,2020-02-13,2020,2,13,1,1,800.0,30000.0,750.0,30.83,1,1,0,2020Q1
104,2020-02-17,2020,2,17,1,1,2750.0,110000.0,250.0,30.83,1,1,0,2020Q1
104,2020-02-18,2020,2,18,1,1,1190.0,47600.0,1190.0,30.83,1,1,0,2020Q1
104,2020-02-21,2020,2,21,3,3,3440.0,135600.0,1800.0,30.83,1,3,0,2020Q1
104,2020-02-27,2020,2,27,2,2,1850.0,70000.0,1200.0,30.83,1,2,0,2020Q1
104,2020-03-02,2020,3,2,1,1,1500.0,58000.0,1450.0,30.83,1,1,0,2020Q1
104,2020-03-03,2020,3,3,1,1,1450.0,56000.0,1400.0,30.83,1,1,0,2020Q1
104,2020-03-04,2020,3,4,1,1,900.0,34000.0,850.0,30.83,1,1,0,2020Q1
104,2020-03-05,2020,3,5,1,1,290.0,11600.0,290.0,30.83,1,1,0,2020Q1
104,2020-03-12,2020,3,12,1,1,300.0,12000.0,300.0,30.83,1,1,0,2020Q1
104,2020-03-13,2020,3,13,1,1,750.0,30000.0,750.0,30.83,1,1,0,2020Q1
104,2020-03-16,2020,3,16,1,1,1450.0,56000.0,1400.0,30.83,1,1,0,2020Q1
104,2020-03-31,2020,3,31,1,1,990.0,39600.0,990.0,30.83,1,1,0,2020Q1
104,2020-04-03,2020,4,3,1,2,0.0,0.0,200.0,30.83,1,1,0,2020Q2
104,2020-04-07,2020,4,7,1,2,50.0,0.0,1950.0,30.83,1,1,0,2020Q2
104,2020-04-13,2020,4,13,1,2,150.0,4000.0,1350.0,30.83,1,1,0,2020Q2
104,2020-04-15,2020,4,15,1,1,1450.0,56000.0,1400.0,30.83,1,1,0,2020Q2
104,2020-04-17,2020,4,17,2,2,1750.0,66000.0,850.0,30.83,1,2,0,2020Q2
104,2020-04-21,2020,4,21,2,3,1775.0,67000.0,1375.0,30.83,1,2,0,2020Q2
104,2020-04-23,2020,4,23,1,1,1000.0,38000.0,950.0,30.83,1,1,0,2020Q2
104,2020-05-05,2020,5,5,2,4,0.0,0.0,1090.0,30.83,1,2,0,2020Q2
104,2020-06-04,2020,6,4,1,1,700.0,28000.0,700.0,30.83,1,1,0,2020Q2
104,2020-06-08,2020,6,8,1,1,1300.0,50000.0,1250.0,30.83,1,1,0,2020Q2
104,2020-06-22,2020,6,22,2,2,580.0,23200.0,290.0,30.83,1,1,0,2020Q2
104,2020-08-25,2020,8,25,2,3,0.0,0.0,600.0,30.83,1,2,0,2020Q3
104,2020-09-08,2020,9,8,1,1,100.0,4000.0,100.0,30.83,1,1,0,2020Q3
104,2021-03-15,2021,3,15,1,2,0.0,0.0,1200.0,30.83,1,2,0,2021Q1
104,2021-03-26,2021,3,26,1,2,0.0,0.0,1190.0,30.83,1,1,0,2021Q1
104,2021-04-27,2021,4,27,1,2,0.0,0.0,1290.0,30.83,1,1,0,2021Q2
106,2018-07-02,2018,7,2,1,1,50.0,0.0,50.0,8.0,1,1,0,2018Q3
106,2019-04-10,2019,4,10,1,1,3350.0,138000.0,2300.0,8.0,1,1,0,2019Q2
106,2019-05-14,2019,5,14,1,1,2200.0,129000.0,2150.0,8.0,1,1,0,2019Q2
106,2019-10-11,2019,10,11,1,1,250.0,25000.0,250.0,8.0,1,1,0,2019Q4
106,2019-10-21,2019,10,21,1,1,1030.0,58800.0,980.0,8.0,1,1,0,2019Q4
106,2019-11-13,2019,11,13,1,1,2312.5,135750.0,2450.0,8.0,1,1,0,2019Q4
106,2019-12-09,2019,12,9,1,1,1900.0,111000.0,1850.0,8.0,1,1,0,2019Q4
106,2020-02-24,2020,2,24,1,1,2400.0,141000.0,2350.0,8.0,1,1,0,2020Q1
106,2020-03-05,2020,3,5,1,1,1500.0,0.0,1500.0,8.0,1,1,0,2020Q1
106,2020-08-13,2020,8,13,1,1,1949.95,113997.0,1899.95,8.0,1,1,0,2020Q3
106,2020-10-07,2020,10,7,1,1,1550.03,90001.8,1500.03,8.0,1,1,0,2020Q4
106,2021-02-03,2021,2,3,1,1,2250.0,132000.0,2200.0,8.0,1,1,0,2021Q1
106,2021-05-28,2021,5,28,1,1,0.0,3000.0,50.0,8.0,1,1,0,2021Q2
106,2021-06-10,2021,6,10,1,1,350.0,18000.0,300.0,8.0,1,1,0,2021Q2
106,2021-06-25,2021,6,25,1,1,2310.0,135600.0,2260.0,8.0,1,1,0,2021Q2
106,2021-07-02,2021,7,2,1,1,1340.0,77400.0,1290.0,8.0,1,1,0,2021Q3
106,2021-10-06,2021,10,6,1,1,1950.0,114000.0,1900.0,8.0,1,1,0,2021Q4
106,2021-12-29,2021,12,29,1,1,500.0,0.0,500.0,8.0,1,1,0,2021Q4
106,2022-01-12,2022,1,12,1,1,300.0,18000.0,300.0,8.0,1,1,0,2022Q1
106,2022-02-08,2022,2,8,1,1,560.0,30600.0,510.0,8.0,1,1,0,2022Q1
106,2022-04-12,2022,4,12,1,1,50.0,3000.0,50.0,8.0,1,1,0,2022Q2
106,2022-04-13,2022,4,13,1,1,425.0,22500.0,375.0,8.0,1,1,0,2022Q2
106,2022-09-09,2022,9,9,1,1,1725.0,103500.0,1725.0,8.0,1,1,0,2022Q3
118,2022-01-28,2022,1,28,1,1,120.0,0.0,120.0,10.0,1,1,0,2022Q1
118,2022-02-02,2022,2,2,1,1,680.0,0.0,680.0,10.0,1,1,0,2022Q1
118,2022-02-16,2022,2,16,1,1,1160.0,0.0,1160.0,10.0,1,1,0,2022Q1
118,2022-02-23,2022,2,23,1,1,3123.64,0.0,1561.82,10.0,1,1,0,2022Q1
118,2022-02-25,2022,2,25,2,2,3400.0,0.0,2280.0,10.0,2,2,0,2022Q1
125,2006-01-24,2006,1,24,1,1,800.0,32000.0,800.0,17.56,1,1,0,2006Q1
125,2006-03-01,2006,3,1,1,1,700.0,28000.0,700.0,17.56,1,1,0,2006Q1
125,2006-10-06,2006,10,6,1,1,550.0,22000.0,550.0,17.56,1,1,0,2006Q4
125,2007-01-19,2007,1,19,1,1,1200.0,48000.0,1200.0,17.56,1,1,0,2007Q1
125,2007-03-12,2007,3,12,1,1,180.0,7200.0,180.0,17.56,1,1,0,2007Q1
125,2007-06-11,2007,6,11,1,1,600.0,24000.0,600.0,17.56,1,1,0,2007Q2
125,2007-10-18,2007,10,18,1,1,400.0,16000.0,400.0,17.56,1,1,0,2007Q4
125,2007-10-22,2007,10,22,1,1,1000.0,40000.0,1000.0,17.56,1,1,0,2007Q4
125,2007-11-07,2007,11,7,1,1,400.0,16000.0,400.0,17.56,1,1,0,2007Q4
125,2007-11-26,2007,11,26,1,1,700.0,28000.0,700.0,17.56,1,1,0,2007Q4
125,2008-01-16,2008,1,16,1,1,750.0,30000.0,750.0,17.56,1,1,0,2008Q1
125,2008-01-23,2008,1,23,1,1,700.0,28000.0,700.0,17.56,1,1,0,2008Q1
125,2008-02-04,2008,2,4,1,1,500.0,20000.0,600.0,17.56,1,1,0,2008Q1
125,2008-02-15,2008,2,15,1,1,300.0,12000.0,300.0,17.56,1,1,0,2008Q1
125,2008-07-14,2008,7,14,1,1,700.0,28000.0,700.0,17.56,1,1,0,2008Q3
125,2008-12-15,2008,12,15,1,1,650.0,26000.0,650.0,17.56,1,1,0,2008Q4
125,2008-12-22,2008,12,22,1,1,500.0,20000.0,500.0,17.56,1,1,0,2008Q4
125,2009-05-08,2009,5,8,1,1,400.0,16000.0,400.0,17.56,1,1,0,2009Q2
125,2009-08-31,2009,8,31,1,1,700.0,28000.0,700.0,17.56,1,1,0,2009Q3
125,2009-10-01,2009,10,1,1,1,400.0,16000.0,400.0,17.56,1,1,0,2009Q4
125,2009-10-23,2009,10,23,1,1,600.0,24000.0,600.0,17.56,1,1,0,2009Q4
125,2009-11-09,2009,11,9,1,1,500.0,20000.0,500.0,17.56,1,1,0,2009Q4
125,2009-11-17,2009,11,17,1,1,600.0,24000.0,600.0,17.56,1,1,0,2009Q4
125,2009-12-07,2009,12,7,1,1,500.0,20000.0,500.0,17.56,1,1,0,2009Q4
125,2010-01-25,2010,1,25,1,1,2000.0,80000.0,2000.0,17.56,1,1,0,2010Q1
125,2010-01-27,2010,1,27,1,1,400.0,16000.0,400.0,17.56,1,1,0,2010Q1
125,2010-02-12,2010,2,12,1,1,1400.0,56000.0,1200.0,17.56,1,1,0,2010Q1
125,2010-02-16,2010,2,16,1,1,770.0,30800.0,770.0,17.56,1,1,0,2010Q1
125,2010-03-01,2010,3,1,2,2,1080.0,43200.0,700.0,17.56,1,2,0,2010Q1
125,2010-04-30,2010,4,30,1,1,500.0,20000.0,500.0,17.56,1,1,0,2010Q2
125,2010-09-22,2010,9,22,2,2,850.0,34000.0,450.0,17.56,2,2,0,2010Q3
125,2010-09-29,2010,9,29,1,1,1600.0,64000.0,1600.0,17.56,1,1,0,2010Q3
125,2010-10-04,2010,10,4,1,1,600.0,24000.0,600.0,17.56,1,1,0,2010Q4
125,2010-10-07,2010,10,7,1,1,600.0,24000.0,600.0,17.56,1,1,0,2010Q4
125,2010-10-12,2010,10,12,1,1,500.0,20000.0,500.0,17.56,1,1,0,2010Q4
125,2010-10-14,2010,10,14,1,1,600.0,24000.0,600.0,17.56,1,1,0,2010Q4
125,2010-10-25,2010,10,25,1,1,650.0,26000.0,650.0,17.56,1,1,0,2010Q4
125,2010-10-28,2010,10,28,2,2,1470.0,58800.0,800.0,17.56,1,2,0,2010Q4
125,2010-11-04,2010,11,4,1,1,270.0,10800.0,270.0,17.56,1,1,0,2010Q4
125,2010-11-08,2010,11,8,1,1,435.0,17400.0,435.0,17.56,1,1,0,2010Q4
125,2010-11-29,2010,11,29,1,1,900.0,36000.0,900.0,17.56,1,1,0,2010Q4
125,2010-12-01,2010,12,1,1,1,500.0,20000.0,500.0,17.56,1,1,0,2010Q4
125,2010-12-22,2010,12,22,1,1,950.0,38000.0,950.0,17.56,1,1,0,2010Q4
125,2010-12-28,2010,12,28,1,1,500.0,20000.0,500.0,17.56,1,1,0,2010Q4
125,2011-01-17,2011,1,17,2,2,1250.0,50000.0,650.0,17.56,1,2,0,2011Q1
125,2011-02-01,2011,2,1,2,2,800.0,32000.0,600.0,17.56,1,2,0,2011Q1
125,2011-02-09,2011,2,9,1,1,300.0,12000.0,300.0,17.56,1,1,0,2011Q1
125,2011-02-14,2011,2,14,1,1,400.0,16000.0,400.0,17.56,1,1,0,2011Q1
125,2011-02-16,2011,2,16,1,1,450.0,18000.0,450.0,17.56,1,1,0,2011Q1
125,2011-02-21,2011,2,21,2,2,590.0,23600.0,350.0,17.56,1,2,0,2011Q1
125,2011-02-24,2011,2,24,1,1,800.0,32000.0,800.0,17.56,1,1,0,2011Q1
125,2011-02-25,2011,2,25,2,2,1330.0,53200.0,680.0,17.56,2,2,0,2011Q1
125,2011-02-28,2011,2,28,1,1,1800.0,72000.0,1800.0,17.56,1,1,0,2011Q1
125,2011-03-07,2011,3,7,1,1,500.0,20000.0,500.0,17.56,1,1,0,2011Q1
125,2011-03-08,2011,3,8,1,1,380.0,15200.0,380.0,17.56,1,1,0,2011Q1
125,2011-03-14,2011,3,14,1,1,500.0,20000.0,500.0,17.56,1,1,0,2011Q1
125,2011-03-17,2011,3,17,1,1,300.0,12000.0,300.0,17.56,1,1,0,2011Q1
125,2011-03-18,2011,3,18,1,1,600.0,24000.0,600.0,17.56,1,1,0,2011Q1
125,2011-04-07,2011,4,7,1,1,500.0,20000.0,500.0,17.56,1,1,0,2011Q2
125,2011-05-02,2011,5,2,1,1,600.0,24000.0,600.0,17.56,1,1,0,2011Q2
125,2011-05-06,2011,5,6,1,1,750.0,30000.0,750.0,17.56,1,1,0,2011Q2
